filename,width,height,class,xmin,ymin,xmax,ymax
bcedd1ec-17b4-495b-b47f-5877ef836f88___RS_Early.B 7248.JPG,256,256,Potato___Early_blight,22,13,218,226
bcf169b0-dea7-49eb-b976-4a2d1f36c574___RS_Early.B 7870.JPG,256,256,Potato___Early_blight,18,12,238,232
bd4c7de8-0616-45d4-a060-54b8329a9462___RS_Early.B 6902.JPG,256,256,Potato___Early_blight,30,18,232,234
bd70c718-5846-42a1-8b05-22792ec98738___RS_LB 4992.JPG,256,256,Potato___Late_blight,25,6,218,246
bd632f59-ff1c-452f-b504-053fa95ab000___RS_LB 4356.JPG,256,256,Potato___Late_blight,42,13,234,225
bd586e94-fa36-4aed-be05-7a0028d40118___RS_LB 2650.JPG,256,256,Potato___Late_blight,35,18,236,222
bd94e2a1-d503-417b-8552-f252a5665476___RS_LB 4006.JPG,256,256,Potato___Late_blight,56,26,240,238
bddc2487-ecc6-447e-902f-3560a62e5e83___RS_Early.B 7307.JPG,256,256,Potato___Early_blight,12,24,234,235
be013aee-1311-4679-ae86-1c6fba5f55e5___RS_LB 2799.JPG,256,256,Potato___Late_blight,26,19,231,228
bde33d08-678c-4f84-b80e-fcb986a9a446___RS_HL 5415.JPG,256,256,healthy,15,14,231,246
be5f03e6-810f-4f22-9e5a-37a66826f7e5___RS_Early.B 6807.JPG,256,256,Potato___Early_blight,22,31,225,240
be89d35f-e382-4b1c-95e8-af88d969d306___RS_Early.B 6758.JPG,256,256,Potato___Early_blight,21,17,224,226
be6b5fab-c3de-4d33-b7fc-87bf794d8705___RS_LB 4850.JPG,256,256,Potato___Late_blight,17,8,225,234
bea108c2-bdf1-484d-807c-fa9431f4dc95___RS_Early.B 7265.JPG,256,256,Potato___Early_blight,28,11,217,228
befda082-9237-4371-bd11-5d3513a365a5___RS_LB 2608.JPG,256,256,Potato___Late_blight,32,19,234,235
beb20b26-07f9-4215-8264-dca1283514ac___RS_Early.B 7644.JPG,256,256,Potato___Early_blight,19,14,218,240
bf07f2b7-6ab3-4192-a418-ecabc32a11fe___RS_LB 2576.JPG,256,256,Potato___Late_blight,37,15,234,236
bf2bffbb-cd8f-4d36-bd58-847808397c75___RS_HL 1786.JPG,256,256,healthy,7,21,233,227
bf6ce80d-ca31-4d72-b56a-dbd6e6f2847a___RS_LB 4022.JPG,256,256,Potato___Late_blight,44,6,227,228
bf972aad-9f3f-40c8-9fc7-fdcf57a94c6f___RS_Early.B 7151.JPG,256,256,Potato___Early_blight,18,26,237,231
c008d8a7-aa55-400b-ad6c-f4fd7654c516___RS_LB 5242.JPG,256,256,Potato___Late_blight,16,12,228,246
c03a3f69-00b7-4aa5-a49f-794416af0598___RS_Early.B 8112.JPG,256,256,Potato___Early_blight,13,12,245,225
c01daf14-9595-4b10-974d-3452fe133060___RS_LB 4463.JPG,256,256,Potato___Late_blight,18,22,247,232
c0a69909-e94c-4155-a008-20b5445c56d7___RS_LB 3909.JPG,256,256,Potato___Late_blight,25,27,251,229
c09e4b05-b196-4955-abd4-6aed44c40132___RS_Early.B 6823.JPG,256,256,Potato___Early_blight,16,26,219,233
c07db642-c675-4066-99b6-56bc8207fb37___RS_HL 4164.JPG,256,256,healthy,29,33,222,234
c073bdde-9753-4035-8758-31fdc7cae993___RS_LB 2916.JPG,256,256,Potato___Late_blight,27,19,229,230
c0aeb29d-b504-47b5-aa5f-940a4f3b4e89___RS_LB 2972.JPG,256,256,Potato___Late_blight,12,19,256,239
c0e1bf8b-8b3d-4e00-bbd7-dc134dd9ca42___RS_LB 3234.JPG,256,256,Potato___Late_blight,17,15,234,233
c101232e-6487-495c-ad3a-27cd1e5fb2b9___RS_LB 2573.JPG,256,256,Potato___Late_blight,17,11,226,243
c0d9fcd4-79cb-43e4-82bc-1e48e9e2a572___RS_Early.B 7279.JPG,256,256,Potato___Early_blight,15,26,238,236
c10f959b-1f3d-4581-8299-640e87b1b653___RS_Early.B 7949.JPG,256,256,Potato___Early_blight,15,16,240,245
c10de41b-4c38-41c4-b278-600071051453___RS_Early.B 8093.JPG,256,256,Potato___Early_blight,15,16,242,228
c16b698a-77b9-48f7-943a-457d475242ef___RS_LB 2918.JPG,256,256,Potato___Late_blight,14,21,235,238
c1389cbc-d327-478b-92b3-550c3210ed5a___RS_LB 4025.JPG,256,256,Potato___Late_blight,51,27,235,246
c14e2b11-510b-4967-ac96-ae965972ad50___RS_Early.B 7327.JPG,256,256,Potato___Early_blight,16,14,215,238
c18a017c-262c-41ca-93f3-8fc97ffd7043___RS_LB 4770.JPG,256,256,Potato___Late_blight,17,11,249,217
c17c36ed-c36f-42d4-812d-3b17158063d3___RS_Early.B 8398.JPG,256,256,Potato___Early_blight,10,28,215,235
c268fd1d-0a6d-46f1-bbcd-81b4e79894e6___RS_LB 2808.JPG,256,256,Potato___Late_blight,15,22,245,233
c18f83e1-2144-440f-9603-74fe58c66073___RS_Early.B 7844.JPG,256,256,Potato___Early_blight,32,1,241,215
c206ebe3-c06e-4eb9-a537-a719cfa1e3c0___RS_LB 5140.JPG,256,256,Potato___Late_blight,8,22,246,223
c2cc82b8-9f74-4e40-9792-c121a89a84c0___RS_Early.B 8524.JPG,256,256,Potato___Early_blight,27,25,228,241
c28107c6-ea57-4044-bb6e-508d6d360cd7___RS_Early.B 7057.JPG,256,256,Potato___Early_blight,27,31,233,227
c30ce1e1-5f05-4cb7-a95a-f22d3621c54f___RS_Early.B 6964.JPG,256,256,Potato___Early_blight,14,30,223,232
c3134b97-50a1-4aa2-937d-1e15405b9803___RS_LB 4565.JPG,256,256,Potato___Late_blight,9,32,242,232
c3bf3f15-b1ae-4e36-97a4-f341879db6ae___RS_Early.B 8263.JPG,256,256,Potato___Early_blight,12,17,246,238
c3caa84b-6078-4489-80ac-919d92d25ff7___RS_HL 1772.JPG,256,256,healthy,14,17,220,246
c3356ff5-91b3-4673-b1d2-d47195b162cd___RS_Early.B 8352.JPG,256,256,Potato___Early_blight,24,20,235,238
c419a9f0-5fb9-4db6-a229-5c08c36896fe___RS_Early.B 8585.JPG,256,256,Potato___Early_blight,26,16,232,243
c3ce9bae-e62a-4dd9-afa0-f020c48b87cc___RS_Early.B 6704.JPG,256,256,Potato___Early_blight,33,41,221,238
c3d68a2f-0c7a-4060-bfc4-8baf01d3f2fe___RS_Early.B 8010.JPG,256,256,Potato___Early_blight,19,17,220,240
c3cd2ad3-174e-48b4-a7a5-ce63be745fd5___RS_LB 3243.JPG,256,256,Potato___Late_blight,23,13,231,238
c4263e49-60ed-4f6b-aa78-cc9f3117ce73___RS_LB 4100.JPG,256,256,Potato___Late_blight,11,7,208,220
c42b5e69-2673-42ef-8e14-a785fea3aad6___RS_Early.B 9107.JPG,256,256,Potato___Early_blight,21,46,229,233
c42e79e4-76c0-406e-9779-6168330f4ca5___RS_Early.B 9008.JPG,256,256,Potato___Early_blight,19,22,234,235
c43a5fd7-c60c-4a04-9835-bd35b551ec44___RS_Early.B 6701.JPG,256,256,Potato___Early_blight,22,36,193,245
c47fa8ac-b2a5-4470-bda6-26dec4000409___RS_Early.B 7395.JPG,256,256,Potato___Early_blight,24,28,206,225
c48693cf-14bb-48ec-96fe-240bd2269866___RS_Early.B 7609.JPG,256,256,Potato___Early_blight,22,37,225,234
c48719ce-1230-465b-b481-177b7e0f7074___RS_LB 3835.JPG,256,256,Potato___Late_blight,12,26,251,226
c4b16bb7-f358-4010-a04c-10206bad02e9___RS_Early.B 8391.JPG,256,256,Potato___Early_blight,17,12,242,220
c4aec622-2e7b-49f6-bab3-6c4dce29f155___RS_LB 3118.JPG,256,256,Potato___Late_blight,64,29,242,244
c4c1c25f-0594-4c81-a1e0-a609ee1f0808___RS_LB 2653.JPG,256,256,Potato___Late_blight,19,18,230,237
c4dd703b-1d4c-4e4c-8064-0e1d743c47ae___RS_Early.B 7050.JPG,256,256,Potato___Early_blight,13,23,219,242
c53efbea-fddd-481d-aec5-14fd3c3e1723___RS_Early.B 7796.JPG,256,256,Potato___Early_blight,19,10,234,225
c53d85d7-bddb-422b-955c-6842cce9a927___RS_Early.B 7253.JPG,256,256,Potato___Early_blight,38,8,238,224
c4ec31de-5466-49c0-b034-84a825327e0b___RS_Early.B 8062.JPG,256,256,Potato___Early_blight,13,12,232,242
c5464947-d6f8-4d5e-9cad-009db19adf67___RS_Early.B 7181.JPG,256,256,Potato___Early_blight,25,14,230,234
c548fe0e-21c2-4241-b806-1e438a1213bd___RS_HL 1770.JPG,256,256,healthy,18,33,229,239
c59f2dde-4805-4f63-b47a-79fe9cd9364b___RS_Early.B 7510.JPG,256,256,Potato___Early_blight,54,11,231,230
c5a12e34-99ea-443e-a67e-3f2651508773___RS_Early.B 7647.JPG,256,256,Potato___Early_blight,3,14,244,207
c58de13c-b59d-4497-ae5a-08b425919b64___RS_LB 3116.JPG,256,256,Potato___Late_blight,21,8,241,234
c5b121ff-fc3c-406a-8127-2a7e413a0903___RS_Early.B 9006.JPG,256,256,Potato___Early_blight,10,17,240,241
c5c57ff6-cff1-4be6-a2fd-324efc139881___RS_Early.B 7450.JPG,256,256,Potato___Early_blight,26,31,232,235
c5cb3e89-f00f-4032-80ca-eb39bead0796___RS_Early.B 8645.JPG,256,256,Potato___Early_blight,18,10,238,234
c5dc57d8-9a0d-4046-9eb4-b9db2f720a47___RS_Early.B 7047.JPG,256,256,Potato___Early_blight,14,25,255,228
c5ff46d5-8f49-409f-b3c1-9a1a25418f47___RS_LB 2596.JPG,256,256,Potato___Late_blight,25,29,234,231
c6204cb3-cd9f-4d7b-92a6-9773fe562cab___RS_HL 1939.JPG,256,256,healthy,21,18,251,231
c60533e5-8080-4c77-8ae4-7c1f2f7350cb___RS_LB 2810.JPG,256,256,Potato___Late_blight,19,20,238,235
c63d5cca-9639-4d42-88c4-13572afa1dda___RS_LB 2747.JPG,256,256,Potato___Late_blight,14,16,252,228
c630212c-205f-469d-bb8d-9a143f65ab03___RS_Early.B 9000.JPG,256,256,Potato___Early_blight,31,18,228,240
c653b79e-4f42-4a9e-8c5c-7a85483a3c29___RS_Early.B 9108.JPG,256,256,Potato___Early_blight,11,28,230,236
c66982eb-dd83-487a-98c6-2aefdf5d7be0___RS_LB 4683.JPG,256,256,Potato___Late_blight,53,21,219,237
c6842cfb-6996-4a51-bc0a-7e2f89a903f0___RS_LB 3911.JPG,256,256,Potato___Late_blight,20,10,249,237
c6d79fa2-e6fc-4c95-a805-c7ff53075b15___RS_LB 4328.JPG,256,256,Potato___Late_blight,13,19,238,231
c6abf1da-b06f-4cd2-8af6-d68be5eff6f9___RS_HL 1766.JPG,256,256,healthy,19,2,228,251
c6c8843f-6b36-472a-9a87-bf1a235e08b6___RS_LB 5136.JPG,256,256,Potato___Late_blight,22,9,238,232
c6d1bbe7-c1d8-4760-9bb2-a97eac1ca0a8___RS_LB 3838.JPG,256,256,Potato___Late_blight,23,9,241,232
c6ecc36c-1886-4d2d-89aa-0e9e9dc7ba32___RS_LB 4997.JPG,256,256,Potato___Late_blight,21,5,232,242
c7212fa9-df1e-485e-a471-1011dd797865___RS_Early.B 8680.JPG,256,256,Potato___Early_blight,15,30,231,232
c71ad6f9-6258-4602-84dc-ecf75296672c___RS_Early.B 7525.JPG,256,256,Potato___Early_blight,26,15,247,237
c7067769-af82-46d6-8f42-d7a184e3f59a___RS_Early.B 7916.JPG,256,256,Potato___Early_blight,14,6,222,211
c746bac3-3c7a-445c-b78e-19294bd9a9cb___RS_LB 5233.JPG,256,256,Potato___Late_blight,22,13,233,243
c74c801d-a6e5-44dc-a7e8-f3a5f39a300e___RS_Early.B 7864.JPG,256,256,Potato___Early_blight,32,10,240,207
c777a0ce-5d2b-4e87-8cc4-d5f8847a4553___RS_Early.B 8239.JPG,256,256,Potato___Early_blight,31,18,241,240
c77d14df-faac-47e9-97e1-fc84a7aa6e74___RS_LB 4322.JPG,256,256,Potato___Late_blight,24,24,255,202
c7982d1f-7472-44ba-a39d-76085c4d90cd___RS_LB 3072.JPG,256,256,Potato___Late_blight,16,9,233,234
c7adbae8-04db-489d-b9e6-c12de387d25c___RS_LB 2697.JPG,256,256,Potato___Late_blight,17,20,225,238
c7853012-d4e6-4c0d-a14d-1220a0a6d3b1___RS_LB 3871.JPG,256,256,Potato___Late_blight,25,23,233,231
c7fb1eeb-741c-4583-ad3f-ed46d5c2c920___RS_Early.B 8865.JPG,256,256,Potato___Early_blight,26,13,230,205
c7f27f40-6634-4118-9990-6897e0c68579___RS_Early.B 7197.JPG,256,256,Potato___Early_blight,34,13,225,233
c7c82b7c-078f-4ba9-90e3-db36a73bda22___RS_LB 5430.JPG,256,256,Potato___Late_blight,9,9,242,246
c84a1cfc-5e19-46df-a315-c7fb6a61e60f___RS_LB 4103.JPG,256,256,Potato___Late_blight,28,17,230,252
c82e587c-a0f2-451e-9057-e3719a3d9562___RS_Early.B 6824.JPG,256,256,Potato___Early_blight,16,25,223,223
c85bacb0-e5e8-4127-a0b0-a7342f2cab5f___RS_HL 5406.JPG,256,256,healthy,21,14,233,239
c87b7e98-d4ed-446a-bf9e-47bd454f279b___RS_LB 2860.JPG,256,256,Potato___Late_blight,16,17,235,239
c89d5a2a-2c1e-496e-84b8-b7a844a97ac9___RS_LB 4920.JPG,256,256,Potato___Late_blight,24,18,242,236
c8bfd67e-892e-4502-982a-adba5505be5d___RS_LB 4444.JPG,256,256,Potato___Late_blight,33,12,214,243
c8a008b3-a81d-410c-97aa-94e92118e572___RS_Early.B 7616.JPG,256,256,Potato___Early_blight,14,22,218,243
c9296b35-7b8b-4ac2-99db-07c426ec774b___RS_Early.B 6832.JPG,256,256,Potato___Early_blight,22,25,231,228
c98f32e2-c52c-4a35-bc34-c32af5a18b07___RS_LB 2807.JPG,256,256,Potato___Late_blight,16,11,231,244
c91060f7-f9dd-4930-ad0a-8a4a6bd803d2___RS_Early.B 7869.JPG,256,256,Potato___Early_blight,17,10,230,243
c970a188-e4e6-43cd-aff7-d0ac40d378dc___RS_LB 4834.JPG,256,256,Potato___Late_blight,17,12,237,239
c8dedd98-c5d7-4ef4-b4f4-70d0bae0e178___RS_Early.B 7128.JPG,256,256,Potato___Early_blight,21,23,230,229
c9bff7de-c589-4ed2-92fe-cd9ca2a1df16___RS_Early.B 7846.JPG,256,256,Potato___Early_blight,8,11,238,209
c9bd759f-bd34-4333-a7b9-23ad810bba32___RS_Early.B 8033.JPG,256,256,Potato___Early_blight,16,12,237,232
c9d5a9b6-4e5c-42df-8f9b-5f57e13000df___RS_Early.B 6933.JPG,256,256,Potato___Early_blight,32,36,249,238
c9ad5c9a-c9b0-4e07-9e03-9e9edfd58a19___RS_HL 1755.JPG,256,256,healthy,18,17,245,222
ca14c4bc-c9a5-4294-835e-6c3b81e61496___RS_LB 3080.JPG,256,256,Potato___Late_blight,26,16,234,230
caef0735-6517-4194-b124-5916815e4a71___RS_Early.B 7956.JPG,256,256,Potato___Early_blight,13,8,242,212
ca2c9c12-f2ba-4864-806c-b85f4fb36f92___RS_Early.B 7640.JPG,256,256,Potato___Early_blight,29,24,225,226
cac99520-3403-4602-961d-3a668bb980fb___RS_Early.B 7388.JPG,256,256,Potato___Early_blight,24,24,243,222
ca1bc7af-3220-4b45-b76d-8f950128c489___RS_Early.B 7266.JPG,256,256,Potato___Early_blight,25,8,227,226
caf7512b-4e4e-44fc-ae7d-8544168cf903___RS_Early.B 7120.JPG,256,256,Potato___Early_blight,26,5,245,223
cba4be0b-2554-4a9e-8dd0-94cbb2467388___RS_LB 3335.JPG,256,256,Potato___Late_blight,27,13,234,243
cb5241ed-1a40-488a-9236-64ed07e6ebbf___RS_Early.B 6712.JPG,256,256,Potato___Early_blight,22,26,230,225
cb615e16-034f-465a-89a6-91e091698723___RS_Early.B 6796.JPG,256,256,Potato___Early_blight,26,11,228,218
cb4fe901-5ca8-43e9-9a4f-3b9bf34ea364___RS_LB 3943.JPG,256,256,Potato___Late_blight,8,6,245,256
cbb653f7-72fd-4499-9d90-efdcd8c30077___RS_LB 2764.JPG,256,256,Potato___Late_blight,11,13,244,237
cc63b147-ad2a-4bc1-aa05-a07b3c6b7761___RS_Early.B 7091.JPG,256,256,Potato___Early_blight,22,15,241,234
cc716d92-3d2e-4cce-bc77-bb4c8155b88c___RS_Early.B 8288.JPG,256,256,Potato___Early_blight,24,19,238,238
cbd4ef4a-1e84-41ac-8744-b5a1c52461be___RS_Early.B 8191.JPG,256,256,Potato___Early_blight,13,17,232,246
cc48c415-4a2d-4d8d-94db-c736e7b7c882___RS_Early.B 7705.JPG,256,256,Potato___Early_blight,36,26,244,219
ccdf64d2-81fe-429e-8041-05b5a9ce50c9___RS_LB 5052.JPG,256,256,Potato___Late_blight,25,18,203,243
cd025ad0-9486-4ee6-b545-c9040dc4e1c7___RS_Early.B 8821.JPG,256,256,Potato___Early_blight,28,13,237,237
ccec0636-2984-4164-aad7-34b1b84ec42b___RS_Early.B 7766.JPG,256,256,Potato___Early_blight,22,10,230,231
cd04dd6c-fe7b-4587-ae2e-69228969d9d6___RS_LB 4824.JPG,256,256,Potato___Late_blight,9,12,223,235
cceeec9d-e0d9-4512-a1f0-faa5dc6bbf40___RS_Early.B 8381.JPG,256,256,Potato___Early_blight,16,21,237,230
cd0b4621-eccd-434a-8bc1-d3a6d24a2f05___RS_LB 5250.JPG,256,256,Potato___Late_blight,5,19,249,247
cd38f533-9b7d-4afd-bbd9-9ee5ab2aa3e8___RS_LB 2680.JPG,256,256,Potato___Late_blight,27,16,242,243
cd413b65-05b0-4bbd-9896-4951d11e920d___RS_LB 4575.JPG,256,256,Potato___Late_blight,30,18,236,217
cdad6bf9-1ca8-4feb-87b6-960dd55acf2e___RS_LB 3186.JPG,256,256,Potato___Late_blight,24,23,233,229
cdd030ec-609e-4f61-9335-6cf89a6f35d2___RS_LB 2776.JPG,256,256,Potato___Late_blight,22,7,237,243
cdc5ed26-b023-41cb-9cd8-07e62df1e369___RS_Early.B 6864.JPG,256,256,Potato___Early_blight,24,23,221,233
ce5ec29b-599c-4c69-ba4d-04df7ab1c46f___RS_LB 4945.JPG,256,256,Potato___Late_blight,34,23,234,243
ce38cb15-70c8-4203-adbb-db648eb87554___RS_LB 4107.JPG,256,256,Potato___Late_blight,19,12,220,256
cea35641-b4f8-49cb-bbeb-c98cfc79870e___RS_Early.B 7189.JPG,256,256,Potato___Early_blight,15,23,231,206
ce9d9a96-23cc-4d24-ab68-3932cba59ae2___RS_Early.B 7080.JPG,256,256,Potato___Early_blight,13,15,240,230
ced49a2c-c7b3-4c10-9475-2b004afebff1___RS_LB 4436.JPG,256,256,Potato___Late_blight,33,5,240,231
cf336796-9b96-4156-adc4-6fbeaebf2a6a___RS_LB 3207.JPG,256,256,Potato___Late_blight,9,19,243,234
cf38c261-5bae-4b5d-92b4-16c634557d2a___RS_Early.B 7169.JPG,256,256,Potato___Early_blight,16,31,247,244
cf3169aa-b842-46ed-bb1a-3e02b6858c86___RS_Early.B 7566.JPG,256,256,Potato___Early_blight,22,12,224,246
cf2e3e15-2284-474a-a36a-b102aa7d50cc___RS_LB 4760.JPG,256,256,Potato___Late_blight,9,12,235,240
cf761f3d-755a-42b2-83cb-729443246c6a___RS_Early.B 7319.JPG,256,256,Potato___Early_blight,43,17,252,209
cf83a586-2f2a-423b-8e1c-f7c284a20ec1___RS_LB 2785.JPG,256,256,Potato___Late_blight,32,14,235,256
cfa37804-6d71-45fe-bd88-c899b9534992___RS_Early.B 6673.JPG,256,256,Potato___Early_blight,22,39,242,237
cf979c44-abfa-4ed3-865e-ee0c204ba9f0___RS_LB 4662.JPG,256,256,Potato___Late_blight,9,22,246,240
cfd3112d-e376-4b82-bc06-de0bfba0ab41___RS_Early.B 8389.JPG,256,256,Potato___Early_blight,38,25,236,194
cff1ed1b-51ec-4d44-ab1f-7a3dc1ec9ea9___RS_Early.B 7100.JPG,256,256,Potato___Early_blight,29,17,226,244
d0221e13-4d76-45e5-9cd1-7cac63833f52___RS_Early.B 7191.JPG,256,256,Potato___Early_blight,33,44,227,217
d01b2206-84b5-41f6-9a40-b238282940bd___RS_LB 2631.JPG,256,256,Potato___Late_blight,35,25,245,226
d0262161-b887-4357-b707-cde01cf5726d___RS_LB 3044.JPG,256,256,Potato___Late_blight,14,5,243,242
d031102c-679d-4323-a5ee-4c52ed2d5740___RS_Early.B 6947.JPG,256,256,Potato___Early_blight,25,46,221,228
d036af36-99a4-4b25-aa40-2477883e73cf___RS_Early.B 8269.JPG,256,256,Potato___Early_blight,21,10,244,229
d03ee4f8-b77d-4f0f-8d13-d0a019a37a66___RS_Early.B 6970.JPG,256,256,Potato___Early_blight,12,17,225,242
d0719ccc-a4c3-406e-bf73-94115fefde12___RS_Early.B 8569.JPG,256,256,Potato___Early_blight,21,18,230,243
d0be9a48-d0f6-4d34-9c80-3eb7631e2d8d___RS_Early.B 8143.JPG,256,256,Potato___Early_blight,27,29,227,248
d06681cc-3ed1-4af2-ae40-2597eaea3dd4___RS_Early.B 8691.JPG,256,256,Potato___Early_blight,10,15,237,234
d063f825-aa36-4cfd-a227-4c3f30760aa2___RS_Early.B 8307.JPG,256,256,Potato___Early_blight,24,21,238,231
d0fc4557-34a0-4324-8b2c-865853e0face___RS_Early.B 6912.JPG,256,256,Potato___Early_blight,17,24,235,247
d105e6d5-4268-4b21-8709-24b894196454___RS_LB 3282.JPG,256,256,Potato___Late_blight,19,16,250,235
d1072068-911c-4656-8bf2-e662982199e1___RS_Early.B 8141.JPG,256,256,Potato___Early_blight,18,10,246,234
d1625c19-c90f-4a5f-bfc8-cb406ad20753___RS_Early.B 8649.JPG,256,256,Potato___Early_blight,23,27,236,231
d1184bb1-defe-44b3-aa71-d03fe11bf535___RS_Early.B 8787.JPG,256,256,Potato___Early_blight,21,23,234,218
d1ae329b-19bc-40c3-afb1-404ecf3c98ee___RS_LB 2613.JPG,256,256,Potato___Late_blight,19,18,240,247
d1752ed4-a0a7-4075-917d-205c0e785dcf___RS_HL 1911.JPG,256,256,healthy,7,25,226,227
d1a28228-aae8-4348-b7a1-545dcf72d842___RS_LB 3875.JPG,256,256,Potato___Late_blight,24,20,251,244
d20fef22-7016-4115-9930-a66b32c718c6___RS_LB 4417.JPG,256,256,Potato___Late_blight,24,33,197,246
d1b4cb77-db0e-42db-b1c0-25d222844241___RS_Early.B 7130.JPG,256,256,Potato___Early_blight,39,25,233,223
d24073c7-875b-4e86-b8cd-58853f13c191___RS_Early.B 6761.JPG,256,256,Potato___Early_blight,21,16,217,234
d287be3d-cac6-4485-8c31-674fb8b459be___RS_HL 1973.JPG,256,256,healthy,15,12,250,226
d286d101-227f-48ba-b906-586879eb6a00___RS_Early.B 7095.JPG,256,256,Potato___Early_blight,19,20,201,236
d227e4c8-e203-4aa4-b813-25b96baa2869___RS_HL 1831.JPG,256,256,healthy,32,10,244,239
d2d8eb78-d267-4c37-a18c-b39a0bb11d82___RS_LB 3147.JPG,256,256,Potato___Late_blight,31,22,220,238
d2ff230f-99a5-4dc5-968c-246d772788af___RS_LB 3279.JPG,256,256,Potato___Late_blight,12,15,239,248
d2dcbc63-47c6-4a67-914b-cb1e117b58b0___RS_Early.B 7159.JPG,256,256,Potato___Early_blight,25,18,246,237
d2f57448-1770-46dc-97e3-40247d37094b___RS_LB 4455.JPG,256,256,Potato___Late_blight,45,11,220,245
d30021ba-fbbd-451b-b257-1fc5c6ac54d4___RS_LB 4466.JPG,256,256,Potato___Late_blight,32,21,240,230
d30d25f1-74ca-42d3-804d-c31b06720c46___RS_LB 2817.JPG,256,256,Potato___Late_blight,17,14,237,234
d340704d-cc00-4068-bb8a-ae70840b7bfa___RS_HL 1773.JPG,256,256,healthy,24,17,244,233
d36e9212-7594-4e4d-9062-0a98bc689729___RS_LB 5055.JPG,256,256,Potato___Late_blight,35,9,237,241
d325e580-5faa-4aea-927d-2700f52cc343___RS_HL 1872.JPG,256,256,healthy,37,8,243,245
d3240683-1636-4373-84aa-01ce594c19a0___RS_Early.B 8340.JPG,256,256,Potato___Early_blight,39,15,232,239
d32f991e-d1da-44a3-b3e0-2f99cc038900___RS_Early.B 6994.JPG,256,256,Potato___Early_blight,42,30,209,220
d378a0c5-d275-44a4-9f00-f7f180270f4d___RS_LB 2781.JPG,256,256,Potato___Late_blight,18,13,237,241
d385010f-53c1-4e7d-9fd3-50f0c98dc245___RS_LB 3865.JPG,256,256,Potato___Late_blight,24,20,224,247
d3811753-f672-405c-afa3-8fbaa2715bf4___RS_LB 2720.JPG,256,256,Potato___Late_blight,14,18,237,231
d3a1b356-0ffa-4d47-9f52-410bbd0e3e3d___RS_Early.B 8884.JPG,256,256,Potato___Early_blight,10,24,223,228
d38d9e28-89a0-4650-8a2d-dc5e6744b3b9___RS_LB 5204.JPG,256,256,Potato___Late_blight,4,6,216,244
d3cbf715-a2a3-4024-ac5d-c6ae21a77720___RS_LB 2735.JPG,256,256,Potato___Late_blight,34,12,235,231
d3aa996a-f1d8-41bb-99bc-8f33ca2ea9ce___RS_LB 4404.JPG,256,256,Potato___Late_blight,22,21,230,246
d3e6cc68-6d84-406f-9e02-b81f8051ecb3___RS_LB 3992.JPG,256,256,Potato___Late_blight,17,11,222,230
d42061d8-9da0-4190-8dd0-d3629f0cfa53___RS_LB 3954.JPG,256,256,Potato___Late_blight,41,28,226,223
d435f2db-74fc-4b82-9dd8-9ffdc51650c6___RS_Early.B 9181.JPG,256,256,Potato___Early_blight,16,29,228,235
d438f9b3-2952-425e-8c5f-a92a21b35f5f___RS_LB 4470.JPG,256,256,Potato___Late_blight,15,22,249,224
d4463dcb-ae91-4329-8c6d-6da1eecbaaac___RS_LB 2788.JPG,256,256,Potato___Late_blight,28,11,221,241
d43fa915-e947-4316-b0f5-0f925c5d9625___RS_LB 3969.JPG,256,256,Potato___Late_blight,19,12,212,239
d44a363d-c186-416e-8fad-1a456699bba2___RS_Early.B 7229.JPG,256,256,Potato___Early_blight,19,13,223,229
d4486c3c-6d93-4d08-a3f5-7f4ae1f7ef3b___RS_LB 2829.JPG,256,256,Potato___Late_blight,19,18,240,243
d4d37fcb-95c0-4e20-809c-6b92e6a565f3___RS_LB 5110.JPG,256,256,Potato___Late_blight,30,13,207,249
d4f3066f-adb8-401b-a27f-19a12c336ebe___RS_Early.B 8626.JPG,256,256,Potato___Early_blight,13,12,245,203
d50a580b-46bd-47f5-a0bf-8535da774104___RS_HL 5408.JPG,256,256,healthy,14,8,227,244
d472b6e3-a00c-4b4e-b13a-cdababff9d24___RS_Early.B 7699.JPG,256,256,Potato___Early_blight,22,37,199,230
d4cd2357-1142-4f0c-8c44-201241a27573___RS_Early.B 9146.JPG,256,256,Potato___Early_blight,14,14,248,239
d55f09eb-e463-4abd-aac6-fb144b30ead7___RS_Early.B 9004.JPG,256,256,Potato___Early_blight,15,18,243,231
d50d5ba8-c809-431c-8cc1-e297bc2706f7___RS_LB 4467.JPG,256,256,Potato___Late_blight,30,26,228,230
d50dde4d-fe2f-4e8c-b336-69be71e34ce8___RS_Early.B 6905.JPG,256,256,Potato___Early_blight,8,31,237,218
d59c5aa9-8d45-45db-be3e-0276e24641f5___RS_Early.B 7897.JPG,256,256,Potato___Early_blight,19,13,240,239
d5673be4-4d62-4287-b9a4-3653b88d1604___RS_Early.B 8304.JPG,256,256,Potato___Early_blight,16,15,242,237
d5bf2575-1e57-4792-81a1-5770e701be1b___RS_LB 3209.JPG,256,256,Potato___Late_blight,19,25,234,235
d5c51ec6-506e-4b85-b774-66f6a5493c90___RS_Early.B 7071.JPG,256,256,Potato___Early_blight,16,22,243,240
d5a52702-2160-4f20-a1d8-49db59f83f9a___RS_LB 3213.JPG,256,256,Potato___Late_blight,19,20,235,242
